Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"SCL","Compte Disponibilités et Utilisations (CDU)","705","Slovénie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","244389","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","729","Soudan","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","889353","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","729","Soudan","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","5688434","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","144","Sri Lanka","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","619802","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","144","Sri Lanka","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3393857","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","752","Suède","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2702391","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","752","Suède","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","853993","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","756","Suisse","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1294217","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","756","Suisse","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","669210","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","740","Suriname","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","45605","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","740","Suriname","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","63977","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","762","Tadjikistan","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1149057","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","762","Tadjikistan","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1181008","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","148","Tchad","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","375038","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","148","Tchad","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2044670","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Tchéquie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2217424","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","203","Tchéquie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","811172","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","764","Thaïlande","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","10566250","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","764","Thaïlande","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","8564810","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","626","Timor-Leste","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","23495","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","626","Timor-Leste","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","176221","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","768","Togo","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","419541","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","768","Togo","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","922498","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","780","Trinité-et-Tobago","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","129163","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","780","Trinité-et-Tobago","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","149060","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","788","Tunisie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2779647","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","788","Tunisie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1893042","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","795","Turkménistan","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","297476","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","795","Turkménistan","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","926980","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","792","Turquie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","17374892","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","792","Turquie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","13127705","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","804","Ukraine","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","6947560","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","804","Ukraine","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","5656121","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","858","Uruguay","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1175826","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","858","Uruguay","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","387379","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","548","Vanuatu","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","1031","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","548","Vanuatu","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","24254","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","862","Venezuela (République bolivarienne du)","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","2174430","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","862","Venezuela (République bolivarienne du)","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2849171","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","704","Viet Nam","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","17949789","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","704","Viet Nam","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","15899266","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","887","Yémen","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","915384","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","887","Yémen","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","3679213","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","894","Zambie","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","543439","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","894","Zambie","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","2129392","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","716","Zimbabwe","5520","Aliments pour animaux","F1716","Céréales","2017","2017","tonnes","471122","I","Valeur imputée"
"SCL","Compte Disponibilités et Utilisations (CDU)","716","Zimbabwe","5141","Disponibilité alimentaire en quantité (tonnes)","F1716","Céréales","2017","2017","tonnes","1506908","I","Valeur imputée"
